num_nodes,true_label,pred_label,avg_token_ratio,avg_layer_gate,correct
129,1,1,0.2151498943567276,0.03566876798868179,1
33,1,1,0.21691027283668518,0.038051288574934006,1
161,1,1,0.21507050096988678,0.03589018061757088,1
56,1,1,0.21601763367652893,0.036630742251873016,1
177,1,0,0.2152996063232422,0.03602587431669235,0
67,1,1,0.21497735381126404,0.035102687776088715,1
94,1,1,0.21537575125694275,0.03643561527132988,1
73,1,0,0.21693027019500732,0.037322986871004105,0
224,1,0,0.21508997678756714,0.03588344156742096,0
64,1,1,0.21556618809700012,0.03648781776428223,1
115,1,1,0.21539826691150665,0.035940948873758316,1
183,1,1,0.21504607796669006,0.03562140464782715,1
164,1,0,0.215436190366745,0.036153994500637054,0
62,1,1,0.21448273956775665,0.03466939926147461,1
40,1,1,0.2158920019865036,0.03578900545835495,1
231,1,1,0.21606747806072235,0.03648997098207474,1
173,1,1,0.21530312299728394,0.0363195538520813,1
126,1,1,0.21494634449481964,0.035461295396089554,1
172,1,1,0.21499808132648468,0.03548237308859825,1
71,1,0,0.21612589061260223,0.036778200417757034,0
113,1,0,0.21554476022720337,0.03600598871707916,0
61,1,1,0.2157631814479828,0.03682290017604828,1
121,1,0,0.21553432941436768,0.036777470260858536,0
157,1,1,0.2153465449810028,0.035799577832221985,1
344,1,1,0.21538473665714264,0.03660529851913452,1
340,1,0,0.21536681056022644,0.03674716129899025,0
45,1,1,0.21622887253761292,0.03625240549445152,1
106,1,1,0.21542491018772125,0.03598800674080849,1
198,1,0,0.2153155654668808,0.036257803440093994,0
139,1,0,0.2154577672481537,0.03642662614583969,0
127,1,0,0.21554219722747803,0.03632762283086777,0
194,1,0,0.2150566428899765,0.03573098033666611,0
104,1,1,0.21536749601364136,0.036248981952667236,1
143,1,1,0.21551427245140076,0.03670534864068031,1
107,1,1,0.21538981795310974,0.036441147327423096,1
305,1,1,0.21554872393608093,0.03693554922938347,1
323,1,0,0.21548418700695038,0.03700508922338486,0
56,1,1,0.2158387452363968,0.036822229623794556,1
301,1,0,0.2153710126876831,0.036693256348371506,0
289,1,1,0.2154453992843628,0.03694925829768181,1
96,1,1,0.21537435054779053,0.03582148998975754,1
129,1,1,0.2155999392271042,0.037036821246147156,1
108,1,0,0.21549654006958008,0.03645087406039238,0
101,1,0,0.2153761386871338,0.03632448986172676,0
350,1,0,0.21548524498939514,0.036979738622903824,0
216,1,1,0.2152288854122162,0.03588015213608742,1
227,1,1,0.21521146595478058,0.03654322028160095,1
50,1,0,0.22499842941761017,0.04755374789237976,0
56,1,1,0.21617408096790314,0.03716377913951874,1
107,1,1,0.21527992188930511,0.036066148430109024,1
123,1,1,0.21538226306438446,0.036617618054151535,1
98,1,0,0.21542519330978394,0.036452315747737885,0
171,1,0,0.21701207756996155,0.03791067749261856,0
